0,75359,IKEA TAMPINES,TAMPINES AVE 10,
0,75369,BEF TAMPINES LK,TAMPINES AVE 10,
0,75319,OPP TAMPINES DORMITORY,TAMPINES AVE 10,
0,75299,BEF TAMPINES AVE 9,TAMPINES AVE 10,
0,75379,BEF TAMPINES AVE 5,TAMPINES AVE 10,
0,75171,UWCSEA,TAMPINES AVE 5,
0,75141,BLK 730,TAMPINES AVE 5,
0,75131,BET BLKS 701/702,TAMPINES AVE 5,
0,75121,OPP DARUL GHUFRAN MQUE,TAMPINES AVE 5,
0,76059,OPP OUR TAMPINES HUB,TAMPINES AVE 5,
0,76069,BLK 147,TAMPINES AVE 5,
0,76071,BLK 141,TAMPINES AVE 2,
0,76081,OPP THE HOLY TRINITY CH,TAMPINES AVE 2,
0,76091,BLK 206,TAMPINES AVE 2,
0,76101,TAMPINES EAST CC,TAMPINES AVE 2,
0,76031,TAMPINES EAST STN EXIT B,TAMPINES AVE 2,
0,76231,OPP BLK 390,TAMPINES AVE 7,
0,76241,BLK 497D,TAMPINES AVE 7,
0,95151,AIRPORT POLICE STN,AIRPORT BLVD,
0,95011,AFT AIRCRAFT FLYOVER,AIRPORT BLVD,
0,95109,CHANGI AIRPORT PTB3,PTB3 BASEMENT,
0,95029,CHANGI AIRPORT PTB1,PTB1 BASEMENT,
0,95129,CHANGI AIRPORT PTB2,PTB2 BASEMENT,
0,95019,AFT CHANGI AIRPORT PTB2,AIRPORT BLVD,
0,95209,CHANGI AIRPORT PTB4,T4 CRESCENT,
0,95159,NEAR SATS FLIGHT KITCHEN,AIRPORT BLVD,
0,76249,BLK 370,TAMPINES AVE 7,
0,76239,BLK 390,TAMPINES AVE 7,
0,76039,TAMPINES EAST STN EXIT C,TAMPINES AVE 2,
0,76109,BLK 302,TAMPINES AVE 2,
0,76099,BLK 285,TAMPINES AVE 2,
0,76089,THE HOLY TRINITY CH,TAMPINES AVE 2,
0,76079,BLK 101,TAMPINES AVE 2,
0,76061,BLK 938,TAMPINES AVE 5,
0,76051,OUR TAMPINES HUB,TAMPINES AVE 5,
0,75129,DARUL GHUFRAN MQUE,TAMPINES AVE 5,
0,75139,BLK 863,TAMPINES AVE 5,
0,75149,BLK 867A,TAMPINES AVE 5,
0,75179,BLK 871C,TAMPINES AVE 5,
0,75371,AFT TAMPINES AVE 5,TAMPINES AVE 10,
0,75291,AFT TAMPINES AVE 9,TAMPINES AVE 10,
0,75311,TAMPINES DORMITORY,TAMPINES AVE 10,
0,75361,BEF TAMPINES IND AVE 5,TAMPINES AVE 10,
0,75351,TAMPINES WAFER FAB PK,TAMPINES AVE 10,
